Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
8.489999771118164,8.510000228881836,8.489999771118164,8.5,93231,0.0,0.0,0.0
8.5,8.5,8.489999771118164,8.489999771118164,16623,0.0,0.0,0.0
8.479999542236328,8.479999542236328,8.470000267028809,8.479999542236328,7723,0.0,0.0,0.0
8.470000267028809,8.489999771118164,8.460000038146973,8.489999771118164,3937,0.0,0.0,0.0
8.489999771118164,8.489999771118164,8.479999542236328,8.479999542236328,4540,0.0,0.0,0.0
8.479999542236328,8.479999542236328,8.470000267028809,8.479999542236328,2500,0.0,0.0,0.0
8.489999771118164,8.5,8.479999542236328,8.5,3901,0.0,0.0,0.0
8.470000267028809,8.5,8.470000267028809,8.470000267028809,4100,0.0,0.0,0.0
8.470000267028809,8.470000267028809,8.460000038146973,8.460000038146973,22700,0.0,0.0,0.0
8.460000038146973,8.460000038146973,8.4399995803833,8.4399995803833,51675,0.0,0.0,0.0
8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,7300,0.0,0.0,0.0
8.449999809265137,8.460000038146973,8.430000305175781,8.430000305175781,24812,0.0,0.0,0.0
8.470000267028809,8.470000267028809,8.4399995803833,8.4399995803833,801,0.0,0.0,0.0
8.4399995803833,8.460000038146973,8.4399995803833,8.460000038146973,70518,0.0,0.0,0.0
8.460000038146973,8.479999542236328,8.460000038146973,8.479999542236328,1605,0.0,0.0,0.0
8.479999542236328,8.479999542236328,8.470000267028809,8.470000267028809,260,0.0,0.0,0.0
8.479999542236328,8.479999542236328,8.470000267028809,8.479999542236328,2901,0.0,0.0,0.0
8.479999542236328,8.479999542236328,8.470000267028809,8.479999542236328,20210,0.0,0.0,0.0
8.470000267028809,8.479999542236328,8.470000267028809,8.470000267028809,30703,0.0,0.0,0.0
8.5600004196167,8.579999923706055,8.529999732971191,8.569999694824219,24605,0.0,0.0,0.0
8.5600004196167,8.579999923706055,8.550000190734863,8.579999923706055,37567,0.0,0.0,0.0
8.579999923706055,8.600000381469727,8.569999694824219,8.59000015258789,28800,0.0,0.0,0.0
8.59000015258789,8.600000381469727,8.59000015258789,8.600000381469727,10116,0.0,0.0,0.0
8.600000381469727,8.600000381469727,8.59000015258789,8.59000015258789,27001,0.0,0.0,0.0
8.59000015258789,8.600000381469727,8.59000015258789,8.600000381469727,5825,0.0,0.0,0.0
8.600000381469727,8.609999656677246,8.600000381469727,8.609999656677246,10853,0.0,0.0,0.0
8.609999656677246,8.609999656677246,8.600000381469727,8.609999656677246,7803,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.600000381469727,8.619999885559082,8801,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.600000381469727,8.600000381469727,911,0.0,0.0,0.0
8.600000381469727,8.619999885559082,8.600000381469727,8.619999885559082,33026,0.0,0.0,0.0
8.619999885559082,8.640000343322754,8.609999656677246,8.640000343322754,187087,0.0,0.0,0.0
8.619999885559082,8.640000343322754,8.619999885559082,8.630000114440918,6115,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.619999885559082,8.619999885559082,7130,0.0,0.0,0.0
8.619999885559082,8.630000114440918,8.619999885559082,8.619999885559082,4219,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.609999656677246,8.619999885559082,5700,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.619999885559082,8.619999885559082,9159,0.0,0.0,0.0
8.619999885559082,8.630000114440918,8.619999885559082,8.630000114440918,510,0.0,0.0,0.0
8.630000114440918,8.630000114440918,8.609999656677246,8.619999885559082,5335,0.0,0.0,0.0
8.609999656677246,8.619999885559082,8.609999656677246,8.609999656677246,3117,0.0,0.0,0.0
8.600000381469727,8.630000114440918,8.600000381469727,8.630000114440918,43500,0.0,0.0,0.0
8.630000114440918,8.630000114440918,8.609999656677246,8.609999656677246,16000,0.0,0.0,0.0
8.609999656677246,8.619999885559082,8.609999656677246,8.609999656677246,11378,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.609999656677246,8.609999656677246,3048,0.0,0.0,0.0
8.609999656677246,8.609999656677246,8.600000381469727,8.609999656677246,2099,0.0,0.0,0.0
8.600000381469727,8.609999656677246,8.600000381469727,8.600000381469727,3300,0.0,0.0,0.0
8.600000381469727,8.609999656677246,8.600000381469727,8.609999656677246,1400,0.0,0.0,0.0
8.609999656677246,8.609999656677246,8.600000381469727,8.600000381469727,6300,0.0,0.0,0.0
8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,1000,0.0,0.0,0.0
8.600000381469727,8.609999656677246,8.600000381469727,8.609999656677246,17600,0.0,0.0,0.0
8.600000381469727,8.609999656677246,8.600000381469727,8.609999656677246,63606,0.0,0.0,0.0
8.600000381469727,8.600000381469727,8.59000015258789,8.600000381469727,10503,0.0,0.0,0.0
8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,223,0.0,0.0,0.0
8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,26600,0.0,0.0,0.0
8.59000015258789,8.619999885559082,8.59000015258789,8.619999885559082,0,0.0,0.0,0.0
8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,1700,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.619999885559082,8.619999885559082,2468,0.0,0.0,0.0
8.609999656677246,8.619999885559082,8.609999656677246,8.609999656677246,18709,0.0,0.0,0.0
8.579999923706055,8.609999656677246,8.579999923706055,8.600000381469727,3500,0.0,0.0,0.0
8.600000381469727,8.609999656677246,8.600000381469727,8.609999656677246,2167,0.0,0.0,0.0
8.609999656677246,8.619999885559082,8.609999656677246,8.619999885559082,503,0.0,0.0,0.0
8.609999656677246,8.619999885559082,8.609999656677246,8.619999885559082,200,0.0,0.0,0.0
8.619999885559082,8.640000343322754,8.619999885559082,8.640000343322754,7550,0.0,0.0,0.0
8.640000343322754,8.640000343322754,8.609999656677246,8.609999656677246,3704,0.0,0.0,0.0
8.640000343322754,8.649999618530273,8.640000343322754,8.640000343322754,24716,0.0,0.0,0.0
8.65999984741211,8.65999984741211,8.619999885559082,8.649999618530273,9710,0.0,0.0,0.0
8.649999618530273,8.649999618530273,8.619999885559082,8.619999885559082,11501,0.0,0.0,0.0
8.609999656677246,8.609999656677246,8.609999656677246,8.609999656677246,2725,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.619999885559082,8.619999885559082,5809,0.0,0.0,0.0
8.609999656677246,8.619999885559082,8.609999656677246,8.619999885559082,2669,0.0,0.0,0.0
8.619999885559082,8.619999885559082,8.619999885559082,8.619999885559082,5627,0.0,0.0,0.0
