Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
9.119999885559082,9.119999885559082,9.039999961853027,9.039999961853027,0,0.0,0.0,0.0
9.100000381469727,9.100000381469727,9.09000015258789,9.09000015258789,8700,0.0,0.0,0.0
9.0600004196167,9.0600004196167,9.0600004196167,9.0600004196167,0,0.0,0.0,0.0
9.069999694824219,9.069999694824219,9.069999694824219,9.069999694824219,200,0.0,0.0,0.0
9.0600004196167,9.0600004196167,9.0600004196167,9.0600004196167,100,0.0,0.0,0.0
9.029999732971191,9.029999732971191,9.029999732971191,9.029999732971191,600,0.0,0.0,0.0
9.180000305175781,9.1899995803833,9.180000305175781,9.1899995803833,13100,0.0,0.0,0.0
9.1899995803833,9.1899995803833,9.149999618530273,9.149999618530273,11701,0.0,0.0,0.0
9.180000305175781,9.180000305175781,9.180000305175781,9.180000305175781,600,0.0,0.0,0.0
9.1899995803833,9.1899995803833,9.1899995803833,9.1899995803833,100,0.0,0.0,0.0
9.1899995803833,9.1899995803833,9.1899995803833,9.1899995803833,550,0.0,0.0,0.0
9.220000267028809,9.220000267028809,9.220000267028809,9.220000267028809,1001,0.0,0.0,0.0
9.199999809265137,9.210000038146973,9.199999809265137,9.210000038146973,41800,0.0,0.0,0.0
9.210000038146973,9.229999542236328,9.210000038146973,9.229999542236328,40339,0.0,0.0,0.0
9.229999542236328,9.229999542236328,9.229999542236328,9.229999542236328,50000,0.0,0.0,0.0
9.229999542236328,9.229999542236328,9.210000038146973,9.229999542236328,31301,0.0,0.0,0.0
9.229999542236328,9.229999542236328,9.229999542236328,9.229999542236328,30000,0.0,0.0,0.0
9.220000267028809,9.229999542236328,9.220000267028809,9.229999542236328,49800,0.0,0.0,0.0
9.229999542236328,9.229999542236328,9.210000038146973,9.210000038146973,2007,0.0,0.0,0.0
9.25,9.25,9.25,9.25,10000,0.0,0.0,0.0
9.260000228881836,9.270000457763672,9.260000228881836,9.270000457763672,300,0.0,0.0,0.0
9.25,9.25,9.25,9.25,100,0.0,0.0,0.0
9.229999542236328,9.229999542236328,9.229999542236328,9.229999542236328,329,0.0,0.0,0.0
9.239999771118164,9.239999771118164,9.239999771118164,9.239999771118164,100,0.0,0.0,0.0
9.239999771118164,9.239999771118164,9.239999771118164,9.239999771118164,100,0.0,0.0,0.0
9.239999771118164,9.239999771118164,9.239999771118164,9.239999771118164,7800,0.0,0.0,0.0
9.25,9.25,9.239999771118164,9.239999771118164,6100,0.0,0.0,0.0
9.239999771118164,9.239999771118164,9.220000267028809,9.220000267028809,8600,0.0,0.0,0.0
9.25,9.25,9.25,9.25,1004,0.0,0.0,0.0
9.220000267028809,9.220000267028809,9.220000267028809,9.220000267028809,2926,0.0,0.0,0.0
9.220000267028809,9.220000267028809,9.220000267028809,9.220000267028809,200,0.0,0.0,0.0
9.239999771118164,9.239999771118164,9.239999771118164,9.239999771118164,4200,0.0,0.0,0.0
9.25,9.25,9.25,9.25,5600,0.0,0.0,0.0
9.220000267028809,9.220000267028809,9.220000267028809,9.220000267028809,10100,0.0,0.0,0.0
9.220000267028809,9.220000267028809,9.220000267028809,9.220000267028809,400,0.0,0.0,0.0
9.220000267028809,9.25,9.220000267028809,9.25,1800,0.0,0.0,0.0
9.25,9.25,9.239999771118164,9.239999771118164,9200,0.0,0.0,0.0
9.260000228881836,9.260000228881836,9.260000228881836,9.260000228881836,100,0.0,0.0,0.0
9.25,9.25,9.1899995803833,9.1899995803833,200,0.0,0.0,0.0
9.199999809265137,9.239999771118164,9.199999809265137,9.239999771118164,1700,0.0,0.0,0.0
9.25,9.25,9.25,9.25,201,0.0,0.0,0.0
9.25,9.25,9.25,9.25,10000,0.0,0.0,0.0
9.239999771118164,9.239999771118164,9.239999771118164,9.239999771118164,100,0.0,0.0,0.0
9.199999809265137,9.199999809265137,9.199999809265137,9.199999809265137,201,0.0,0.0,0.0
9.229999542236328,9.229999542236328,9.220000267028809,9.229999542236328,408,0.0,0.0,0.0
